Medication_Name,Package_Size, Manufacturing_Cost , Max_Retailer_Price , Max_Consumer_Price , Max_Consumer_VAT_Price ,Year
SULIQUA 100/50 SOL FOR INJ 3ML 5 PRE FILLED PEN,15, $63.59 , $158.97 , $186.79 , $218.54 ,2021
SUMATRIDEX 100MG 2TAB,2, $1.97 , $4.92 , $6.73 , $7.88 ,2021
SUMATRIDEX 100MG 6CAPLETS,6, $5.90 , $14.75 , $19.84 , $23.21 ,2021
SUMATRIDEX 50MG 2TAB,2, $1.42 , $3.54 , $4.85 , $5.68 ,2021
SUMATRIDEX 50MG 6CAPLETS,6, $4.25 , $10.63 , $14.56 , $17.04 ,2021
SUNACTIC GEL 3% 50G,50, $17.98 , $44.94 , $56.18 , $65.73 ,2021
SUPREFACT DEPO 3-MONTHS 9.9MG,1, $166.46 , $416.15 , $488.98 , $572.10 ,2021
SUTENT 12.5MG 28CAPS,28, $465.95 ," $1,164.89 "," $1,281.37 "," $1,499.21 ",2021
SUTENT 25MG 28CAPS,28, $927.04 ," $2,317.59 "," $2,549.35 "," $2,982.74 ",2021
SUTENT 50MG 28CAPS,28," $1,845.38 "," $4,613.46 "," $5,074.80 "," $5,937.52 ",2021
SYLVANT 100 MG 1VIAL,1, $244.70 , $611.76 , $672.94 , $787.34 ,2021
SYLVANT 400 MG 1VIAL,1, $974.44 ," $2,436.10 "," $2,679.72 "," $3,135.27 ",2021
SYMBICORT TURBUHAL 160/4.5MCG/DOSE 120DOSES,120, $11.81 , $29.52 , $36.90 , $43.17 ,2021
SYMBICORT TURBUHAL 320/9MCG/DOSE 60DOSES,60, $13.82 , $34.54 , $43.18 , $50.52 ,2021
SYMBICORT TURBUHAL 80/4.5MCG/DOSE 120DOSES,120, $14.25 , $35.63 , $44.54 , $52.11 ,2021
SYNAREL NASAL SOL 8ML,8, $32.35 , $80.87 , $95.03 , $111.18 ,2021
SYNTHROID 100 MCG 90 TAB,90, $2.19 , $5.49 , $7.51 , $8.79 ,2021
SYNTHROID 50 MCG 90 TAB,90, $1.71 , $4.27 , $5.84 , $6.84 ,2021
TACHOSIL 2IU/5.5MG 2 SPONGE (4.8x4.8CM),2, $169.07 , $422.69 , $496.66 , $581.09 ,2021
TACHOSIL 2IU/5.5MG SPONGE (9.5x4.8CM),1, $138.69 , $346.72 , $407.40 , $476.66 ,2021
TACROCEL 0.5 MG 50 CAPSULES,50, $17.99 , $44.98 , $56.22 , $65.78 ,2021
TACROCEL 1 MG 100 CAPSULES,100, $64.92 , $162.29 , $190.69 , $223.11 ,2021
TACROCEL 5 MG 50 CAPSULES,50, $156.77 , $391.93 , $460.52 , $538.81 ,2021
TADAIR 56 TAB,56, $279.09 , $697.73 , $767.50 , $897.98 ,2021
TADALIS TEVA 10 MG 4 TAB,4, $25.89 , $64.73 , $76.05 , $88.98 ,2021
TADALIS TEVA 20 MG 1 TAB,1, $4.98 , $12.46 , $16.76 , $19.61 ,2021
TADALIS TEVA 20 MG 4 TAB,4, $19.94 , $49.84 , $62.30 , $72.89 ,2021
TADALIS TEVA 20 MG 8 TAB,8, $39.87 , $99.68 , $117.12 , $137.03 ,2021
TADAM 10 MG 4 FILM COATED TABLETS,4, $25.89 , $64.73 , $76.05 , $88.98 ,2021
"TADAM 20 MG 4 	FILM COATED TABLETS",4, $19.17 , $47.93 , $59.92 , $70.10 ,2021
TADAM 20 MG 8 FILM COATED TABLETS,8, $38.35 , $95.87 , $112.64 , $131.79 ,2021
TADAM 5 MG 28 FILM COATED TABLETS,28, $45.32 , $113.29 , $133.11 , $155.74 ,2021
TAFINLAR 50 MG 28 CAPSULES,28, $399.15 , $997.88 ," $1,097.66 "," $1,284.27 ",2021
TAFINLAR 75 MG 28 CAPSULES,28, $597.46 ," $1,493.66 "," $1,643.02 "," $1,922.34 ",2021
TAGRISSO 40 MG 30 TAB,30," $2,727.59 "," $6,818.97 "," $7,500.87 "," $8,776.02 ",2021
TAGRISSO 80MG 30TAB,30," $2,727.54 "," $6,818.86 "," $7,500.74 "," $8,775.87 ",2021
TAKHZYRO 300 MG/2 ML VIAL,1," $6,484.32 "," $16,210.79 "," $17,831.87 "," $20,863.29 ",2021
TALTZ 80 MG/1 ML 1 PREFILLED PEN,1, $429.65 ," $1,074.13 "," $1,181.54 "," $1,382.41 ",2021
TALZENNA 0.25 MG  30 CAPS,30, $922.47 ," $2,306.18 "," $2,536.79 "," $2,968.05 ",2021
TALZENNA 1 MG 30 TAB,30," $2,754.72 "," $6,886.79 "," $7,575.47 "," $8,863.30 ",2021
TAMBOCOR 100MG 60TAB,60, $5.11 , $12.77 , $17.17 , $20.09 ,2021
TAMBOCOR 50MG 60TAB,60, $4.58 , $11.45 , $15.69 , $18.36 ,2021
TAMBOCOR INJECTION 10MG/ML 5AMP/15ML,5, $13.86 , $34.66 , $43.32 , $50.69 ,2021
TAMIFLU 30MG 10 CAPSULES,10, $3.87 , $9.67 , $13.25 , $15.51 ,2021
TAMIFLU 45MG 10 CAPSULES,10, $7.26 , $18.16 , $24.43 , $28.58 ,2021
TAMIFLU 75MG 10CAP,10, $7.63 , $19.07 , $25.65 , $30.01 ,2021
TAMOXIFEN TEVA 20MG 30TAB,30, $2.74 , $6.86 , $9.40 , $11.00 ,2021
TAMSULIN 0.4MG 30 SR CAPS,30, $3.22 , $8.04 , $11.02 , $12.89 ,2021
TAMSULOSIN INOVAMED 0.4MG 30 P.R.TAB,30, $4.46 , $11.16 , $15.29 , $17.89 ,2021
TAMSULOSIN TEVA 0.4MG 30 M.R.CAPSULES,30, $3.22 , $8.04 , $11.02 , $12.89 ,2021
TARCEVA 100MG 30TAB,30, $343.05 , $857.62 , $943.39 ," $1,103.76 ",2021
TARCEVA 150MG 30TAB,30, $422.21 ," $1,055.53 "," $1,161.08 "," $1,358.47 ",2021
TARGIN 10/5 MG 20 TABLETS,20, $3.92 , $9.79 , $13.41 , $15.69 ,2021
TARGIN 20/10 MG 20 TABLETS P. R.,20, $7.56 , $18.89 , $25.41 , $29.73 ,2021
TARGIN 30/15MG,20, $12.50 , $31.25 , $39.06 , $45.71 ,2021
TARGIN 40/20 MG 20 P.R.TAB,20, $15.68 , $39.20 , $49.00 , $57.33 ,2021
TARGIN 5/2.5 MG 20 P.R.TAB,20, $2.89 , $7.22 , $9.89 , $11.57 ,2021
TARIM 100MG 4 F.C.TAB,4, $7.90 , $19.76 , $26.57 , $31.09 ,2021
TARIM 100MG 8 F.C.TAB,8, $15.81 , $39.51 , $49.39 , $57.79 ,2021
TARIM 25MG 4 F.C.TAB,4, $7.87 , $19.68 , $26.47 , $30.97 ,2021
TARIM 25MG 8 F.C.TAB,8, $15.74 , $39.36 , $49.20 , $57.56 ,2021
TARIM 50MG 4 F.C.TAB,4, $6.30 , $15.75 , $21.19 , $24.79 ,2021
TARIM 50MG 8 F.C.TAB,8, $12.60 , $31.51 , $39.38 , $46.08 ,2021
TAROCLINDIN GEL 45GR,45, $12.36 , $30.91 , $38.63 , $45.20 ,2021
TASIGNA 150MG 112CAPS,112," $1,107.41 "," $2,768.53 "," $3,045.38 "," $3,563.10 ",2021
TASIGNA 200MG 120CAPS,120," $1,410.45 "," $3,526.12 "," $3,878.73 "," $4,538.12 ",2021
TAVANIC 500MG 5TAB,5, $3.44 , $8.59 , $11.77 , $13.78 ,2021
TAVANIC 500MG/100ML SOLUTION FOR I.V.INFUSION,1, $8.60 , $21.49 , $28.90 , $33.82 ,2021
TAZO-PIP AVENIR 4.5G 1VIAL/50ML,1, $4.61 , $11.53 , $15.79 , $18.48 ,2021
TECENTRIQ 1200 MG / 20 ML vial,1," $1,953.37 "," $4,883.42 "," $5,371.76 "," $6,284.96 ",2021
TECENTRIQ 840MG/14ML 1 VIAL,1," $1,543.50 "," $3,858.76 "," $4,244.64 "," $4,966.23 ",2021
TECFIDERA 120MG 14 CAPSULES,14, $62.55 , $156.38 , $183.75 , $214.99 ,2021
TECFIDERA 240MG 56 CAPSULES,56, $388.43 , $971.09 ," $1,068.20 "," $1,249.79 ",2021
TEGLUTIK 5 MG/ML ORAL SUSPENSION 300ML,300, $36.69 , $91.73 , $107.78 , $126.10 ,2021
TEGRETOL 200MG 50TAB,50, $1.51 , $3.79 , $5.19 , $6.07 ,2021
TEGRETOL CR 200 50T,50, $1.79 , $4.48 , $6.14 , $7.18 ,2021
TEGRETOL CR 400 30T,30, $1.84 , $4.60 , $6.30 , $7.38 ,2021
TEGRETOL SYR2% 250ML,250, $2.58 , $6.44 , $8.82 , $10.32 ,2021
TELEBRIX GASTRO BOTTLE 100 ML,1, $4.74 , $11.85 , $15.94 , $18.65 ,2021
TELFAST 120MG 15TAB,15, $0.92 , $2.31 , $3.17 , $3.70 ,2021
TELFAST 180MG 15TAB,15, $1.31 , $3.27 , $4.48 , $5.25 ,2021
TEMO 100 MG 5CAPS,5, $123.57 , $308.91 , $362.97 , $424.68 ,2021
TEMO 140 MG 5CAPS,5, $125.74 , $314.36 , $369.38 , $432.17 ,2021
TEMO 20 MG 5CAPS,5, $26.88 , $67.19 , $78.95 , $92.37 ,2021
TEMO 250 MG 5CAPS,5, $239.38 , $598.44 , $658.28 , $770.19 ,2021
TEMO 5 MG 5CAPS,5, $7.12 , $17.79 , $23.93 , $28.00 ,2021
TEMODAL 100MG 5CAP,5, $123.57 , $308.91 , $362.97 , $424.68 ,2021
TEMODAL 20MG 5CAP,5, $26.88 , $67.19 , $78.95 , $92.37 ,2021
TEMODAL 250MG 5CAP,5, $239.38 , $598.44 , $658.28 , $770.19 ,2021
TEMODAL 5MG 5CAP,5, $7.12 , $17.79 , $23.93 , $28.00 ,2021
TENOFOVIR TEVA 245MG 30TAB,30, $110.86 , $277.16 , $325.66 , $381.02 ,2021
TEPADINA 100MG VIAL,1, $403.70 ," $1,009.26 "," $1,110.18 "," $1,298.91 ",2021
TEPADINA 15MG VIAL,1, $67.39 , $168.48 , $197.97 , $231.62 ,2021
TERAZOSIN TEVA 2MG 30TAB,30, $2.02 , $5.04 , $6.90 , $8.08 ,2021
TERAZOSIN TEVA 5MG 30TAB,30, $4.01 , $10.01 , $13.72 , $16.05 ,2021
TERBINAFINE 250MG 14TAB,14, $4.11 , $10.27 , $14.07 , $16.46 ,2021
TERBULIN SYRUP 115ML,115, $0.83 , $2.07 , $2.84 , $3.32 ,2021
TERIFLUNOMIDE TEVA  14 MG 28 TAB,28, $383.81 , $959.53 ," $1,055.48 "," $1,234.91 ",2021
TERIL 200MG 50TAB,50, $1.51 , $3.79 , $5.19 , $6.07 ,2021
TERIL CR 200MG 50TAB,50, $1.79 , $4.48 , $6.14 , $7.18 ,2021
TERIL CR 400MG 30TAB,30, $1.84 , $4.60 , $6.30 , $7.38 ,2021
TERIPARATIDE 250 MCG/  ML 1 PREFILLED PEN,1, $115.37 , $288.42 , $338.89 , $396.50 ,2021
TERROSA 250 MCG/  ML,1, $117.37 , $293.43 , $344.78 , $403.39 ,2021
TESTOMAX 25MG 30SACHX2.5G,30, $11.94 , $29.85 , $37.31 , $43.65 ,2021
TESTOMAX 50MG 30SACHX5G,30, $21.49 , $53.74 , $67.17 , $78.59 ,2021
TESTOVIRON DEP.250MG AMP,1, $3.14 , $7.85 , $10.75 , $12.58 ,2021
TEVADERM 15GR,15, $1.20 , $3.01 , $4.13 , $4.83 ,2021
TEVAGRASTIM  0.6MG/ML SYR PREFIL 0.5ML(30MU/0.5ML),1, $14.87 , $37.17 , $46.47 , $54.37 ,2021
TEVAGRASTIM  0.6MG/ML SYR PREFIL 0.8ML (48MU/0.8ML),1, $22.41 , $56.02 , $70.03 , $81.93 ,2021
THALIDOMIDE PHARMION 50MG 28HARD CAPS,28, $165.48 , $413.71 , $486.10 , $568.74 ,2021
THEOTRIM 100 30 SR TAB,30, $0.82 , $2.04 , $2.79 , $3.27 ,2021
THEOTRIM 200 30 SR TAB,30, $0.96 , $2.40 , $3.29 , $3.85 ,2021
THEOTRIM 300 30 SR TAB,30, $1.16 , $2.89 , $3.96 , $4.64 ,2021
THIOPENTAL INJECTION BP 500 MG 50vial,50, $56.47 , $141.16 , $165.87 , $194.06 ,2021
THYMOGLOBULINE 25MG/VIAL,1, $72.53 , $181.32 , $213.05 , $249.27 ,2021
THYROGEN 0.9MG/ML 2VIALS,2, $319.37 , $798.42 , $878.26 ," $1,027.56 ",2021
TICOVAC 0.25 ML  1 PREFILLED SYRINGE,1, $17.99 , $44.98 , $56.22 , $65.78 ,2021
TICOVAC 0.5 ML  1 PREFILLED SYRINGE,1, $17.99 , $44.97 , $56.22 , $65.77 ,2021
TIENAM 500MG/ 500MG 10VIAL/20ML,10, $46.03 , $115.07 , $135.21 , $158.20 ,2021
TILOPTIC COL 0.5% 5ML,5, $1.44 , $3.60 , $4.93 , $5.77 ,2021
TIMOLAN AVENIR  2.5ML OPHTALMIC SOLUTION,2.5, $3.09 , $7.72 , $10.57 , $12.37 ,2021
TIMONIL RET 300MG 50TAB,50, $3.01 , $7.54 , $10.32 , $12.08 ,2021
TIMONIL RET 600MG 50TAB,50, $4.94 , $12.36 , $16.62 , $19.44 ,2021
TINDEN DROPS 20 ml,20, $1.51 , $3.78 , $5.17 , $6.05 ,2021
TIVICAY 10 mg 30 film-coated tablets,30, $51.42 , $128.55 , $151.05 , $176.72 ,2021
Tivicay 25 mg 30 film-coated tablets,30, $128.72 , $321.81 , $378.12 , $442.40 ,2021
TIVICAY 50MG 30 F.C.TAB,30, $254.98 , $637.45 , $701.20 , $820.40 ,2021
TOBI 300MG/5ML 56AMPX5ML INH WITH NEBULISER,56, $606.19 ," $1,515.47 "," $1,667.02 "," $1,950.41 ",2021
TOBI PODHALER 28MG 224INH HARD CAPS,224, $965.40 ," $2,413.50 "," $2,654.85 "," $3,106.18 ",2021
TOBREX 2X EYE DROPS 5ML,5, $1.20 , $3.01 , $4.12 , $4.82 ,2021
TOBREX OINT 3.5GR,3.5, $1.22 , $3.04 , $4.17 , $4.88 ,2021
TOCTINO 10MG 30CAPS,30, $195.85 , $489.62 , $575.31 , $673.11 ,2021
TOCTINO 30MG 30CAPS,30, $195.78 , $489.45 , $575.10 , $672.87 ,2021
TOLTERODINE E.R. TEVA 2MG 30CAPS,30, $5.62 , $14.06 , $18.91 , $22.13 ,2021
TOLTERODINE E.R. TEVA 4MG 30CAPS,30, $8.32 , $20.79 , $27.97 , $32.72 ,2021
TOPAMAX 100MG 60TAB,60, $12.59 , $31.49 , $39.36 , $46.05 ,2021
TOPAMAX 200MG 60TAB,60, $22.12 , $55.31 , $69.14 , $80.89 ,2021
TOPAMAX 25MG 60TAB,60, $4.44 , $11.11 , $15.22 , $17.80 ,2021
TOPAMAX 50MG 60TAB,60, $7.47 , $18.68 , $25.13 , $29.40 ,2021
TOPIRAMATE TEVA 100MG 60TAB,60, $12.59 , $31.49 , $39.36 , $46.05 ,2021
TOPIRAMATE TEVA 200MG 60TAB,60, $22.12 , $55.31 , $69.14 , $80.89 ,2021
TOPIRAMATE TEVA 25MG 60TAB,60, $4.44 , $11.11 , $15.22 , $17.80 ,2021
TOPIRAMATE TEVA 50MG 60TAB,60, $7.47 , $18.68 , $25.13 , $29.40 ,2021
TOPISALEN OINT 15GR,15, $1.98 , $4.94 , $6.76 , $7.91 ,2021
TOPITRIM 100MG 60TAB,60, $12.59 , $31.49 , $39.36 , $46.05 ,2021
TOPITRIM 200MG 60TAB,60, $22.12 , $55.31 , $69.14 , $80.89 ,2021
TOPITRIM 25MG 60TAB,60, $4.44 , $11.11 , $15.22 , $17.80 ,2021
TOPITRIM 50MG 60TAB,60, $7.47 , $18.68 , $25.13 , $29.40 ,2021
TORID 10MG 3OTAB,30, $1.87 , $4.68 , $6.42 , $7.51 ,2021
TORID 20MG 30TAB,30, $2.50 , $6.26 , $8.58 , $10.04 ,2021
TORID 40MG 30TAB,30, $4.17 , $10.42 , $14.27 , $16.70 ,2021
TORID 80MG 30TAB,30, $5.14 , $12.86 , $17.30 , $20.24 ,2021
TORISEL 25 MG/ML VIAL 1.2ML,1, $320.18 , $800.44 , $880.49 ," $1,030.17 ",2021
TOUJEO 300 U/ML PER FILLED PEN 3X1.5ML,4.5, $17.30 , $43.24 , $54.05 , $63.24 ,2021
TOVIAZ 4MG 28 S.R.TAB,28, $10.52 , $26.29 , $35.36 , $41.37 ,2021
TOVIAZ 8MG 28 S.R.TAB,28, $12.06 , $30.15 , $37.69 , $44.10 ,2021
TRACLEER 125MG 60TAB,60, $534.85 ," $1,337.12 "," $1,470.84 "," $1,720.88 ",2021
TRACLEER 62.5MG 60TAB,60, $479.17 ," $1,197.92 "," $1,317.71 "," $1,541.72 ",2021
TRACRIUM 25MG/2.5ML 5 AMP,5, $4.23 , $10.57 , $14.49 , $16.95 ,2021
TRACRIUM 50MG/5ML 5AMP,5, $6.35 , $15.87 , $21.34 , $24.97 ,2021
TRAJENTA 5MG 30 F.C.TAB,30, $16.52 , $41.29 , $51.61 , $60.39 ,2021
TRAJENTA-DUO 2.5MG/1000MG 60 F.C.TAB,60, $17.76 , $44.40 , $55.50 , $64.94 ,2021
TRAJENTA-DUO 2.5MG/850MG 60 F.C.TAB,60, $17.47 , $43.66 , $54.58 , $63.86 ,2021
TRAMADEX 50MG 10 FLASH TAB,10, $0.67 , $1.67 , $2.29 , $2.68 ,2021
TRAMADEX 50MG 30 FLASH TAB,30, $2.09 , $5.22 , $7.15 , $8.36 ,2021
TRAMADEX DROPS 10ML,10, $1.32 , $3.29 , $4.50 , $5.27 ,2021
TRAMADEX OD 100MG 30 P.R.TAB,30, $2.86 , $7.15 , $9.80 , $11.46 ,2021
TRAMADEX OD 200MG 10 P.R.TAB,10, $1.69 , $4.22 , $5.78 , $6.76 ,2021
TRAMADEX OD 300MG 10 P.R.TAB,10, $3.65 , $9.11 , $12.48 , $14.61 ,2021
TRAMADOL 100MG/2ML  ROTEXMEDICA 10AMPX2ML,10, $1.83 , $4.58 , $6.28 , $7.35 ,2021
TRAMADOL MEDOCHEMIE 100 MG/2 ML 10 AMP,10, $2.00 , $5.01 , $6.86 , $8.02 ,2021
TRAMAL 50MG 30 CAPS,30, $0.84 , $2.09 , $2.86 , $3.35 ,2021
TRAMAL INJECTION 100MG/2ML 5AMP(2ML),5, $0.92 , $2.29 , $3.14 , $3.67 ,2021
TRAMAL SR 100MG 30TAB,30, $2.86 , $7.15 , $9.80 , $11.46 ,2021
TRAMARAZ 100 MG/ML 10 ML,10, $1.32 , $3.29 , $4.50 , $5.27 ,2021
TRANDATE 100MG 50TAB,50, $2.61 , $6.52 , $8.93 , $10.45 ,2021
TRANDATE 200MG 50TAB,50, $3.85 , $9.63 , $13.19 , $15.43 ,2021
TRANDATE INJ 20MLX5AMP,5, $13.22 , $33.04 , $41.30 , $48.32 ,2021
TRANEXAMIC - MEDO INJECTION 500MG/5ML 10 AMP,10, $5.06 , $12.66 , $17.03 , $19.92 ,2021
TRANSLARNA 1000MG 30 SACHETS,30," $11,100.40 "," $27,751.00 "," $30,526.10 "," $35,715.54 ",2021
TRANSLARNA 125MG 30 SACHETS,30," $1,387.55 "," $3,468.88 "," $3,815.76 "," $4,464.44 ",2021
TRANSLARNA 250MG 30 SACHETS,30," $2,775.10 "," $6,937.75 "," $7,631.53 "," $8,928.89 ",2021
TRANXAL 15MG 30CAP,30, $2.65 , $6.62 , $9.07 , $10.62 ,2021
TRANXAL 5MG 30CAP,30, $1.14 , $2.86 , $3.92 , $4.59 ,2021
TRASENTAN 125MG 60 TABLETS,60, $534.85 ," $1,337.12 "," $1,470.84 "," $1,720.88 ",2021
TRASENTAN 62.5MG 60 TABLETS,60, $479.17 ," $1,197.92 "," $1,317.71 "," $1,541.72 ",2021
TRAVATAN 0.004% OPHT SOL 2.5ML,2.5, $3.02 , $7.55 , $10.35 , $12.10 ,2021
TRAVOPROST S.K. 2.5ml,2.5, $3.02 , $7.55 , $10.35 , $12.10 ,2021
TRAZIMERA 420 MG 1 VIAL,1, $491.15 ," $1,227.88 "," $1,350.67 "," $1,580.28 ",2021
TRAZODIL 100MG 30TAB,30, $1.93 , $4.83 , $6.62 , $7.74 ,2021
TREGLUDEC 100U/ML 5X3ML CARTRIDGE FLEXTOUCH,15, $27.21 , $68.01 , $79.92 , $93.50 ,2021
TRELEGY ELLIPTA 92/55/22 MCG PWDR FOR INH 30DOSES,30, $24.68 , $61.69 , $72.49 , $84.81 ,2021
TREMFYA SYRRINGE PREFILLED 1ML,1, $862.63 ," $2,156.57 "," $2,372.22 "," $2,775.50 ",2021
TREPROSTINIL S.K 2.5 MG/ML 20ML 1 VIAL,1," $1,689.85 "," $4,224.62 "," $4,647.08 "," $5,437.09 ",2021
TREPROSTINIL S.K. 10 MG/ML 20 ML 1VIAL,1," $5,127.64 "," $12,819.10 "," $14,101.02 "," $16,498.19 ",2021
TREPROSTINIL S.K. 5 MG/ML 20ML 1 VIAL,1," $2,860.34 "," $7,150.84 "," $7,865.92 "," $9,203.13 ",2021
TREVICTA 175MG/0.875ML SYR PREFILLED,1, $240.83 , $602.08 , $662.29 , $774.88 ,2021
TREVICTA E.R SUSP FOR INJ 350MG/1.750ML,1, $381.14 , $952.84 ," $1,048.13 "," $1,226.31 ",2021
TREVICTA E.R SUSP FOR INJ 525MG/2.625ML,1, $563.02 ," $1,407.55 "," $1,548.31 "," $1,811.52 ",2021
TREVICTA PREFILLED SYR 263MG/1.315ML,1, $313.26 , $783.15 , $861.46 ," $1,007.91 ",2021
TRI TEVA 600 /200 /245 MG  30 TAB,30, $138.49 , $346.23 , $406.82 , $475.98 ,2021
TRICAN 200MG 7CAPS,7, $11.95 , $29.87 , $37.34 , $43.68 ,2021
TRIFLUCAN 2MG/ML VIAL FOR INFUS 50ML,50, $2.70 , $6.75 , $9.25 , $10.82 ,2021
TRILEPTIN 300MG 50TAB,50, $4.32 , $10.79 , $14.79 , $17.30 ,2021
TRILEPTIN 600MG 50TAB,50, $8.00 , $19.99 , $26.89 , $31.46 ,2021
TRISENOX 2  MG/ML 10 VIAL 6 ML,10," $1,793.80 "," $4,484.50 "," $4,932.95 "," $5,771.55 ",2021
TRITACE 1.25MG 28TAB,28, $1.08 , $2.71 , $3.71 , $4.34 ,2021
TRITACE 2.5MG 28TAB,28, $1.18 , $2.95 , $4.04 , $4.73 ,2021
TRITACE 5MG 28TAB,28, $1.79 , $4.48 , $6.14 , $7.18 ,2021
TRITACE COMP 2.5MG/12.5MG 28TAB,28, $1.15 , $2.88 , $3.94 , $4.61 ,2021
TRITACE COMP 5MG/25MG 28TAB,28, $2.26 , $5.65 , $7.74 , $9.05 ,2021
TRIUMEQ 30TAB,30, $381.55 , $953.87 ," $1,049.25 "," $1,227.63 ",2021
TROSMOLYT 20 MG 30 tab,30, $2.35 , $5.86 , $8.03 , $9.40 ,2021
TROSPAS 15 MG 30 TAB,30, $4.11 , $10.26 , $14.06 , $16.45 ,2021
TROSPAS 30 MG 30 TAB,30, $5.85 , $14.63 , $19.68 , $23.03 ,2021
TRULICITY 0.75 MG/0.5 ML 4 SYR-PEN,4, $38.73 , $96.82 , $113.77 , $133.11 ,2021
TRULICITY 1.5 MG/0.5ML 4 SYR-PEN,4, $38.77 , $96.92 , $113.88 , $133.24 ,2021
TRUMENBA 60 MCG 0.5 ML 1 PFS,1, $36.02 , $90.05 , $105.81 , $123.80 ,2021
TRUSOPT 2% 5 ML,5, $2.65 , $6.63 , $9.09 , $10.63 ,2021
TRUVADA 30TAB,30, $197.05 , $492.62 , $578.82 , $677.22 ,2021
TRUXIMA 500MG/50 ML 1 VIAL,1, $376.88 , $942.19 ," $1,036.41 "," $1,212.60 ",2021
TRUXIMA100MG/10ML 2 VIALS,2, $162.19 , $405.48 , $476.44 , $557.43 ,2021
TUBERSOL 5 TU/0.1ML 1VIAL (1ML),1, $12.88 , $32.20 , $40.25 , $47.09 ,2021
TYGACIL 50MG/DOSE 10 VIALS 5ML,10, $142.81 , $357.02 , $419.50 , $490.81 ,2021
TYKERB 250 MG 70 TAB,70, $426.47 ," $1,066.18 "," $1,172.80 "," $1,372.18 ",2021
TYPHIM VI SYRINGE 0.5ML,1, $10.08 , $25.19 , $33.89 , $39.65 ,2021
TYSABRI 300MG/15ML CONCENTRATE FOR SOL. FOR INF.,1, $626.72 ," $1,566.81 "," $1,723.49 "," $2,016.48 ",2021
ULCERON 40MG/VIAL,1, $1.83 , $4.59 , $6.28 , $7.35 ,2021
ULTIBRO BREEZHALER 110/50 MCG 30 CAPSULES,30, $17.74 , $44.35 , $55.43 , $64.86 ,2021
ULTIVA 1MG/VIAL 5X3ML,5, $6.92 , $17.31 , $23.28 , $27.24 ,2021
ULTIVA 2MG/VIAL 5X5ML,5, $13.83 , $34.58 , $43.22 , $50.57 ,2021
ULTIVA 5MG/VIAL 5X10ML,5, $34.58 , $86.45 , $101.58 , $118.85 ,2021
ULTOMIRIS 10MG/1 ML 30 ML VIAL,1," $2,120.89 "," $5,302.22 "," $5,832.44 "," $6,823.95 ",2021
ULTRAVIST 300 623.4MG/ML 200ML,200, $30.75 , $76.87 , $90.32 , $105.68 ,2021
UMAN ALBUMIN 200MG/ML  VIAL 50ML,50, $12.12 , $30.30 , $37.87 , $44.31 ,2021
UNASYN 1.5 G. 1 VIAL,1, $2.70 , $6.74 , $9.23 , $10.80 ,2021
UPTRAVI ® 1000 MCG 60 TAB,60," $1,306.82 "," $3,267.06 "," $3,593.77 "," $4,204.71 ",2021
UPTRAVI ® 1200 MCG 60 TAB,60," $1,306.82 "," $3,267.06 "," $3,593.77 "," $4,204.71 ",2021
UPTRAVI ® 1400 MCG 60 MCG,60," $1,306.82 "," $3,267.06 "," $3,593.77 "," $4,204.71 ",2021
UPTRAVI ® 1600 MCG 60 TAB,60," $1,306.82 "," $3,267.06 "," $3,593.77 "," $4,204.71 ",2021
UPTRAVI ® 200 MCG 140 TAB,140," $3,000.25 "," $7,500.62 "," $8,250.68 "," $9,653.30 ",2021
UPTRAVI ® 200 MCG 60 TAB,60," $1,285.82 "," $3,214.55 "," $3,536.01 "," $4,137.13 ",2021
UPTRAVI ® 400 MCG 60 TAB,60," $1,306.82 "," $3,267.06 "," $3,593.77 "," $4,204.71 ",2021
UPTRAVI ® 600 MCG 60 TAB,60," $1,306.82 "," $3,267.06 "," $3,593.77 "," $4,204.71 ",2021
UPTRAVI ® 800 MCG 60tab,60," $1,306.82 "," $3,267.06 "," $3,593.77 "," $4,204.71 ",2021
URALYT-U GRANUL.280G,280, $9.92 , $24.79 , $33.34 , $39.01 ,2021
URAMOX 250MG 30TAB,30, $1.71 , $4.28 , $5.86 , $6.86 ,2021
"UROKINASE MEDAC 100000IU, 1VIAL/12ML",1, $35.86 , $89.64 , $105.33 , $123.24 ,2021
"UROKINASE MEDAC 10000IU, 1VIAL/12ML",1, $18.83 , $47.06 , $58.83 , $68.83 ,2021
"UROKINASE MEDAC 250000IU, 1VIAL/20ML",1, $86.89 , $217.23 , $255.24 , $298.63 ,2021
"UROKINASE MEDAC 500000IU, 1VIAL/30ML",1, $226.94 , $567.35 , $624.08 , $730.17 ,2021
"UROKINASE MEDAC 50000IU, 1VIAL/12ML",1, $29.43 , $73.58 , $86.45 , $101.15 ,2021
UROMITEXAN 400MG/VIAL 15X4ML,15, $15.75 , $39.36 , $49.20 , $57.57 ,2021
URSOFALK 250MG 100CAPS,100, $10.28 , $25.70 , $34.56 , $40.44 ,2021
URSOFALK 500MG 50 F.C.TAB,50, $13.11 , $32.77 , $40.97 , $47.93 ,2021
URSOLIT 300MG 30CAPLETS,30, $6.07 , $15.18 , $20.42 , $23.89 ,2021
UTROGESTAN 100MG 30 VAG CAPS,30, $2.39 , $5.99 , $8.20 , $9.60 ,2021
UTROGESTAN 200MG 15 VAG CAPS,15, $2.89 , $7.21 , $9.88 , $11.56 ,2021
